+Requests: 360
req0;z10;3;715;427;car8,car9,car6,car7,car4,car51,car52,car53,car31,car32,car33,car12,car56,car57,car13,car36,car59,car38,car16,car39,car18,car60,car40,car62,car3,car20,car43,car66,car67,car45,car24,car47,car48,car28,car29;430;85
req1;z1;0;697;216;car8,car9,car6,car70,car4,car50,car5,car30,car53,car31,car32,car54,car11,car55,car12,car14,car58,car15,car38,car16,car18,car60,car40,car62,car41,car63,car64,car43,car44,car66,car22,car23,car46,car68,car25,car47,car26,car28,car29;220;45
req2;z8;2;557;346;car0,car20,car45,car56,car35,car50;350;70
req3;z9;4;603;308;car70,car30,car31,car32,car33,car36,car37,car39,car60,car61,car62,car63,car64,car20,car65,car22,car66,car67,car68,car25,car26,car28,car29,car8,car6,car7,car4,car50,car51,car52,car53,car10,car54,car11,car55,car58,car14,car15,car59,car17,car18,car19,car40,car3,car41,car0,car1,car43,car45,car46,car47;310;60
req4;z15;3;676;430;car51,car40,car41,car0,car43,car54,car10,car45,car58,car28,car8,car9;430;85
req5;z22;3;840;338;car8,car4,car5,car51,car3,car65,car1,car54,car33,car68,car35,car46,car69,car47,car37,car28,car17;340;70
req6;z17;1;535;279;car70,car30,car31,car32,car33,car34,car36,car37,car38,car60,car61,car20,car64,car21,car65,car22,car66,car23,car67,car24,car69,car26,car27,car28,car29,car8,car9,car6,car7,car4,car5,car50,car51,car52,car53,car54,car10,car11,car55,car56,car12,car57,car13,car58,car14,car59,car15,car17,car18,car19,car2,car40,car41,car3,car42,car0,car1,car43,car45,car46,car47,car48,car49;280;55
req7;z7;4;949;249;car6,car7,car50,car30,car53,car31,car54,car32,car33,car34,car56,car35,car36,car15,car59,car37,car38,car17,car40,car62,car41,car63,car64,car1,car65,car22,car69,car26,car49,car28;250;50
req8;z3;3;632;464;car70,car7,car5,car50,car62,car64,car42,car31,car21,car10,car43,car56,car67,car46,car35,car57,car14,car69,car15,car27,car38,car16,car29,car19;460;90
req9;z11;4;763;420;car52,car31,car1,car43,car32,car11,car33,car34,car23,car12,car13,car69,car25,car47,car36,car14,car48,car15,car29;420;85
req10;z1;2;642;287;car40,car62,car53,car45,car34,car46,car69,car26,car17,car29,car9,car61;290;60
req11;z6;4;746;400;car70,car4,car50,car5,car51,car52,car30,car54,car32,car11,car12,car13,car35,car36,car58,car14,car59,car37,car19,car62,car40,car3,car63,car41,car64,car42,car1,car21,car65,car43,car22,car44,car23,car67,car68,car46,car69,car47,car27,car28,car29;400;80
