+Requests: 210
req0;z10;3;715;427;car1,car22,car13,car25,car17,car28,car4;430;85
req1;z17;3;496;342;car8,car9,car6,car7,car4,car5,car30,car31,car32,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car2,car20,car0,car21,car1,car22,car23,car24,car25,car26,car28,car29;340;70
req2;z14;1;724;396;car8,car9,car6,car4,car5,car3,car30,car31,car20,car10,car1,car22,car11,car12,car23,car24,car25,car15,car26,car16,car17,car29,car18;400;80
req3;z15;0;496;186;car8,car9,car6,car7,car4,car5,car3,car30,car31,car1,car10,car21,car32,car11,car23,car24,car13,car15,car26,car27,car16,car29,car18;190;40
req4;z14;4;516;452;car8,car6,car7,car4,car30,car31,car10,car14,car15,car16,car17,car18,car19,car2,car3,car20,car0,car1,car22,car23,car24,car25,car26,car27,car28,car29;450;90
req5;z21;3;490;383;car21;380;75
req6;z8;1;556;288;car8,car9,car6,car7,car5,car2,car3,car30,car0,car31,car32,car1,car22,car11,car12,car23,car24,car13,car26,car16,car27,car17,car29,car18;290;60
req7;z19;4;582;269;car8,car9,car6,car4,car5,car30,car31,car32,car10,car11,car13,car14,car16,car17,car18,car19,car3,car20,car0,car21,car22,car23,car25,car27,car28,car29;270;55
req8;z6;3;545;474;car6,car5,car3,car30,car31,car21,car1,car11,car22,car12,car13,car14,car25,car26,car15,car16,car28,car18,car19;470;95
req9;z8;4;516;357;car30,car20,car0,car32,car13,car15,car26,car28,car9;360;70
req10;z11;0;718;334;car8,car9,car6,car7,car4,car30,car31,car10,car32,car11,car12,car13,car14,car15,car16,car17,car18,car19,car3,car0,car20,car21,car1,car22,car23,car24,car25,car26,car27,car28;330;65
req11;z24;4;866;273;car7,car4,car5,car2,car30,car3,car31,car20,car32,car12,car23,car24,car25,car16,car29,car19;270;55
req12;z3;2;637;217;car6,car2,car30,car3,car0,car10,car32,car11,car23,car13,car14,car15,car27,car16,car28,car29,car19;220;45
req13;z1;4;541;254;car9,car7,car4,car5,car2,car3,car0,car31,car1,car21,car11,car22,car23,car12,car13,car24,car14,car26,car16,car17,car18,car29,car19;250;50
req14;z20;4;627;468;car2,car30,car0,car31,car10,car32,car11,car14,car17,car29,car4;470;95
req15;z10;4;507;348;car2,car3,car0,car22,car11,car12,car13,car26,car17,car28,car18,car19;350;70
req16;z20;1;505;444;car25,car9;440;90
req17;z3;4;783;327;car8,car9,car6,car5,car31,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car2,car3,car1,car21,car22,car23,car24,car25,car26,car27,car28,car29;330;65
req18;z12;4;831;340;car1,car32;340;70
req19;z3;4;516;264;car2,car30,car32,car22,car23,car13,car26,car28,car7,car5;260;50
req20;z2;0;580;272;car3,car25;270;55
req21;z5;4;612;293;car8,car9,car7,car5,car3,car30,car0,car31,car21,car10,car32,car22,car12,car23,car24,car14,car25,car26,car15,car27,car16,car28,car18,car19;290;60
req22;z24;4;574;250;car3,car1,car32,car22,car16,car27,car8,car9,car29,car6;250;50
req23;z9;4;770;371;car3,car22,car14;370;75
req24;z6;2;860;229;car23,car27,car7,car4;230;45
req25;z6;1;830;260;car4,car2,car30,car21,car32,car1,car23,car13,car24,car14,car27,car16,car28,car17,car18,car19;260;50
req26;z22;3;799;201;car20,car31,car21,car14,car28;200;40
req27;z6;2;646;212;car9,car4,car5,car30,car20,car0,car21,car1,car11,car12,car23,car13,car24,car25,car14,car26,car15,car16,car27,car17,car28,car29;210;40
req28;z21;2;717;313;car9,car6,car7,car4,car5,car2,car3,car0,car20,car21,car32,car1,car22,car12,car23,car24,car25,car27,car17,car18,car19;310;60
req29;z8;1;651;338;car8,car7,car4,car2,car30,car31,car20,car10,car11,car12,car24,car25,car14,car26,car15,car29,car18;340;70
